Id;MSSubClass;OverallQual;OverallCond;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;GarageCars;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;AgeConstruction;AgeLastRenovation;Neighborhood;Condition1;Condition2;HouseStyle;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;Foundation;BsmtFinType1;BsmtFinType2;Heating;Functional;GarageType;SaleType;SaleCondition;SalePrice;MSZoning_FV;MSZoning_RH;MSZoning_RL;MSZoning_RM;Street_Pave;LotShape_IR2;LotShape_IR3;LotShape_Reg;LandContour_HLS;LandContour_Low;LandContour_Lvl;LotConfig_CulDSac;LotConfig_FR2;LotConfig_FR3;LotConfig_Inside;LandSlope_Mod;LandSlope_Sev;BldgType_2fmCon;BldgType_Duplex;BldgType_Twnhs;BldgType_TwnhsE;ExterQual_Fa;ExterQual_Gd;ExterQual_TA;ExterCond_Fa;ExterCond_Gd;ExterCond_Po;ExterCond_TA;BsmtQual_Fa;BsmtQual_Gd;BsmtQual_TA;BsmtCond_Gd;BsmtCond_Po;BsmtCond_TA;BsmtExposure_Gd;BsmtExposure_Mn;BsmtExposure_No;HeatingQC_Fa;HeatingQC_Gd;HeatingQC_Po;HeatingQC_TA;CentralAir_Y;Electrical_FuseF;Electrical_FuseP;Electrical_Mix;Electrical_SBrkr;KitchenQual_Fa;KitchenQual_Gd;KitchenQual_TA;GarageFinish_RFn;GarageFinish_Unf;GarageQual_Fa;GarageQual_Gd;GarageQual_Po;GarageQual_TA;GarageCond_Fa;GarageCond_Gd;GarageCond_Po;GarageCond_TA;PavedDrive_P;PavedDrive_Y
2700;120;6;5;0.0;278.0;0.0;939.0;1217.0;0;0;1217;0.0;0.0;2;0;2;2.0;0;64;0;0;0;0;0;15;15;186555.7966101695;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2701;60;6;5;0.0;274.0;0.0;362.0;636.0;684;0;1320;0.0;0.0;2;1;3;2.0;0;40;0;0;0;0;0;12;12;186555.7966101695;138400.0;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
2702;20;5;4;51.0;36.0;0.0;952.0;988.0;0;0;988;1.0;0.0;1;0;3;2.0;0;0;0;0;0;0;0;44;44;136793.13513513515;138400.0;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;151852.7027027027;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2703;90;6;6;0.0;0.0;0.0;0.0;0.0;368;0;1654;0.0;0.0;2;0;4;2.0;0;0;0;0;0;0;0;29;29;136793.13513513515;138400.0;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2704;20;5;6;0.0;612.0;0.0;252.0;864.0;0;0;1211;0.0;0.0;1;0;2;2.0;161;0;0;0;0;0;0;44;4;136793.13513513515;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;146385.48387096773;134091.16279069768;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2705;20;5;5;0.0;554.0;0.0;430.0;984.0;0;0;984;0.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;41;41;136793.13513513515;190750.0;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2706;20;5;6;90.0;162.0;270.0;450.0;882.0;0;0;909;0.0;0.0;1;0;3;1.0;0;155;0;0;0;0;0;38;38;136793.13513513515;138400.0;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;149805.714511041;149493.6554054054;164917.12962962964;182021.19537815126;183429.14705882352;194411.47318611987;143973.2558139535;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2707;20;5;6;0.0;181.0;0.0;744.0;925.0;0;0;925;1.0;0.0;1;0;2;2.0;203;74;0;0;0;0;0;43;43;136793.13513513515;138400.0;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;225230.44204018547;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2708;20;5;6;0.0;712.0;0.0;312.0;1024.0;0;0;1024;0.0;0.0;1;1;3;1.0;0;0;0;0;0;0;0;41;41;136793.13513513515;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2709;20;5;6;0.0;644.0;0.0;268.0;912.0;0;0;912;0.0;0.0;1;0;3;0.0;0;0;0;0;0;0;0;42;42;136793.13513513515;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2710;20;5;6;0.0;659.0;0.0;253.0;912.0;0;0;941;0.0;0.0;1;0;3;1.0;64;0;0;0;0;0;0;39;39;136793.13513513515;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2711;80;7;4;145.0;1023.0;497.0;228.0;1748.0;495;0;2646;1.0;2.0;2;0;3;2.0;641;100;0;0;0;800;0;32;32;238772.72727272726;184495.49206349207;181169.40553633217;166703.38461538462;171483.95617879054;179803.6792189679;150655.07692307694;148386.0659898477;149805.714511041;161573.06818181818;151101.0;182021.19537815126;168393.33333333334;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2712;60;8;5;692.0;1118.0;0.0;216.0;1334.0;1306;0;2826;1.0;0.0;2;1;3;3.0;177;208;186;0;0;0;0;14;13;335295.31707317074;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;163077.45045045044;252070.0;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2713;120;7;5;0.0;0.0;0.0;1143.0;1143.0;0;0;1143;0.0;0.0;1;1;1;2.0;0;191;0;0;0;0;0;2;2;225379.83720930232;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2714;160;7;5;0.0;0.0;0.0;600.0;600.0;623;80;1223;0.0;0.0;2;1;2;2.0;0;166;0;0;0;0;0;1;1;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2715;160;6;5;513.0;353.0;0.0;403.0;756.0;756;0;1524;0.0;0.0;2;1;2;2.0;0;32;0;0;0;0;0;6;6;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1
2716;160;7;5;0.0;0.0;0.0;530.0;530.0;550;0;1080;0.0;0.0;2;1;2;2.0;0;50;0;0;0;0;0;3;3;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2717;60;7;5;0.0;0.0;0.0;569.0;569.0;840;0;1694;0.0;0.0;2;1;3;1.0;0;382;0;0;110;0;0;9;8;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;218876.93356643355;179803.6792189679;149841.64563106795;148386.0659898477;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;254751.73863636365;173401.8366219416;175202.21953255427;;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1
2718;20;8;5;0.0;0.0;0.0;1568.0;1568.0;0;0;1568;0.0;0.0;2;0;3;2.0;0;266;0;0;0;0;0;5;4;225379.83720930232;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;231690.65573770492;230093.83333333334;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2719;190;5;6;144.0;962.0;0.0;191.0;1153.0;0;0;1193;1.0;0.0;2;0;2;2.0;140;153;0;0;0;0;0;34;34;189050.0684931507;184396.61538461538;121166.66666666667;175985.4779614325;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;149805.714511041;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
2720;20;7;6;264.0;553.0;68.0;713.0;1334.0;0;0;1334;1.0;0.0;2;0;3;2.0;0;20;35;0;264;0;0;39;39;189050.0684931507;184396.61538461538;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;149493.6554054054;164364.13043478262;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2721;20;5;5;0.0;758.0;0.0;293.0;1051.0;0;0;1051;1.0;0.0;1;0;3;2.0;0;0;0;0;0;0;0;38;38;145847.08;142475.4814814815;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2722;60;5;5;300.0;361.0;483.0;56.0;900.0;886;0;1770;1.0;0.0;1;1;4;2.0;0;60;0;0;270;0;455;38;38;145847.08;142475.4814814815;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;164917.12962962964;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2723;20;6;7;203.0;760.0;0.0;216.0;976.0;0;0;976;1.0;0.0;1;0;2;2.0;94;0;0;0;0;0;0;38;2;145847.08;142475.4814814815;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;146526.62376237623;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2724;85;5;6;0.0;744.0;0.0;89.0;833.0;0;0;898;1.0;0.0;1;0;3;1.0;143;0;0;0;0;0;0;38;38;145847.08;142475.4814814815;181169.40553633217;135074.48648648648;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2725;20;5;5;0.0;799.0;0.0;252.0;1051.0;0;0;1051;1.0;0.0;1;0;3;1.0;182;88;0;0;0;0;0;40;40;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2726;80;5;7;140.0;602.0;402.0;137.0;1141.0;0;0;1141;1.0;0.0;1;0;3;1.0;0;78;0;0;0;0;0;39;39;145847.08;184495.49206349207;181169.40553633217;166703.38461538462;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;161573.06818181818;164917.12962962964;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2727;190;6;7;0.0;901.0;252.0;34.0;1187.0;0;0;1565;1.0;0.0;2;0;3;1.0;200;25;211;0;0;0;460;41;6;145847.08;184396.61538461538;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;194573.0;214432.46031746033;225230.44204018547;161573.06818181818;151101.0;182021.19537815126;146385.48387096773;194411.47318611987;173401.8366219416;146526.62376237623;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2728;20;6;6;112.0;260.0;748.0;0.0;1008.0;0;0;1488;1.0;0.0;1;1;3;2.0;154;60;0;0;0;0;0;42;42;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;164364.13043478262;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
2729;60;5;6;0.0;360.0;0.0;360.0;720.0;720;0;1440;0.0;0.0;1;1;4;2.0;0;32;240;0;0;0;0;42;42;145847.08;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
2730;20;5;7;88.0;632.0;0.0;616.0;1248.0;0;0;1248;1.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;46;46;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2731;30;6;8;0.0;574.0;0.0;242.0;816.0;0;0;816;1.0;0.0;1;0;2;1.0;228;0;40;0;0;0;0;72;56;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2732;20;5;7;0.0;0.0;0.0;938.0;938.0;0;0;1043;0.0;0.0;1;0;2;1.0;125;48;0;0;0;0;0;59;56;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;194573.0;195818.0;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2733;20;5;6;0.0;915.0;0.0;336.0;1251.0;0;0;1433;1.0;0.0;1;0;3;2.0;144;0;205;0;0;0;0;45;16;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;150655.07692307694;161328.94736842104;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;146385.48387096773;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2734;20;5;6;150.0;40.0;0.0;1404.0;1444.0;0;0;1624;1.0;0.0;1;0;2;1.0;0;40;324;0;0;0;0;54;54;145847.08;142475.4814814815;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149841.64563106795;168112.38732394367;149805.714511041;151852.7027027027;182511.3508500773;182021.19537815126;146385.48387096773;194411.47318611987;173401.8366219416;272291.752;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2735;20;5;5;144.0;996.0;0.0;60.0;1056.0;0;0;1216;1.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;55;55;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
2736;60;5;6;0.0;0.0;0.0;704.0;704.0;704;0;1728;0.0;0.0;1;1;3;1.0;245;60;0;0;0;0;0;57;33;145847.08;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;146385.48387096773;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2737;20;5;6;0.0;486.0;0.0;450.0;936.0;0;0;936;0.0;0.0;1;0;2;1.0;0;0;160;0;0;0;0;52;31;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2738;90;5;5;0.0;0.0;0.0;1584.0;1584.0;0;0;1584;0.0;0.0;2;0;4;2.0;0;0;0;0;0;0;0;39;39;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;175942.37962962964;168112.38732394367;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
2739;80;6;5;0.0;939.0;0.0;307.0;1246.0;0;0;1246;1.0;0.0;1;0;3;2.0;0;69;0;0;0;0;0;42;42;145847.08;184495.49206349207;181169.40553633217;166703.38461538462;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
